0x100113d8: ret;
0x1008b143: rep ret;
0x1014dcd9: inc eax; sbb al, 0x85; sal [esp+eax-0x75], 0x40; or bl, al; xor eax, eax; ret;
0x1012c441: mov [esi+0x08], 0x1012C460; mov [esi+0x0C], 0x1012BA90; pop esi; pop ebx; ret;
0x10040eb5: add [edi+eax+0x00], 0x0004C200; nop; nop; nop; lea eax, [ecx+0x00000748]; ret;
0x100fdeae: pop esi; pop ebp; pop ebx; mov [fs:0x00000000], ecx; add esp, 0x00000164; ret;
0x101095e6: add eax, [eax]; add [ebp+0x5F0675C0], al; pop esi; xor eax, eax; pop ebx; ret;
0x10121274: mov ecx, [esp+0x00000144]; mov [fs:0x00000000], ecx; add esp, 0x00000150; ret;
0x100fb1de: add eax, [eax]; add [eax+0x50], ch; dec ebp; pop ds; adc al, ch; dec edi; ret;
0x1004066c: nop; nop; nop; nop; mov eax, [ecx+0x00000168]; mov edx, [ecx+0x0000016C]; ret;
0x1009454c: and al, 0x00; add [edi-0x48], bl; add [eax], eax; add [eax], al; pop esi; ret;
0x10088604: dec eax; adc [edi], cl; test [ebx-0x75000000], bh; inc eax; or [ebx], bh; ret;
0x100bb52c: nop; nop; nop; nop; mov eax, [ecx+0x00004D78]; mov edx, [ecx+0x00004D7C]; ret;
0x1009952c: add eax, [eax]; add [esi-0x18], dl; pop es; fmul qword [ebx]; add dh, dh; ret;
0x1008780c: add [ecx+0x000150B2], cl; add [ebx-0x74EBDBAC], cl; inc edx; or al, 0x3B; ret;
0x100106b1: add al, 0x3A; add [edi-0x48], bl; add [eax], eax; add [eax], al; pop esi; ret;
0x10124abb: or [ebx], edi; sal [esi+0x06], 0xFFFFFFB8; add [eax], eax; add [eax], al; ret;
0x1012daa6: add [esi-0x18], dl; rol [ecx], cl; add [eax], al; add esp, 0x10; pop esi; ret;
0x1010f0a7: mov ecx, [esp+0x0000202C]; mov [fs:0x00000000], ecx; add esp, 0x00002038; ret;
0x1014c407: int 0x5F; pop esi; mov [eax], ecx; pop ebp; mov eax, 0x00000015; pop ebx; ret;
0x10109957: inc edi; or al, 0x88; pushfd; and al, 0xD4; xor eax, [eax]; add [ebx], bh; ret;
0x1004c6c9: add esp, 0x28; mov eax, 0x00000001; pop edi; pop esi; add esp, 0x00000104; ret;
0x10079653: and al, 0xEC; adc [eax], eax; add [edi], al; add [eax], al; add [ebx], bh; ret;
0x10068c9f: add [eax], al; mov [edi+0x24], eax; pop edi; pop ebp; add esp, 0x00000120; ret;
0x10126e78: inc eax; shr eax, 0x02; lea eax, [eax+eax*4]; lea eax, [0x00000186+eax*4]; ret;
0x1014a4d1: mov [ecx+0x000000A0], esi; pop esi; pop ebp; pop ebx; add esp, 0x00000128; ret;
0x1005d98e: mov fs, sp; add al, 0x00; add dh, al; inc esp; and al, 0x28; sbb eax, ebp; ret;
0x10145a20: mov al, [0x5E000000]; pop ebp; xor eax, eax; pop ebx; add esp, 0x00000128; ret;
0x1005e74a: mov [esi+0x000000C8], 0x00000000; pop edi; xor eax, eax; pop esi; pop ecx; ret;
0x10129c80: mov [edx+0x04], eax; mov [ebp+0x64], 0x01; pop ebp; xor eax, eax; pop ebx; ret;
0x10147dca: add [eax], al; pop ebp; mov eax, 0xFFFFFFF4; pop ebx; add esp, 0x00000128; ret;
0x10153af5: mov [esi], ebx; mov [esi+0x14], bl; mov [esi+0x04], ebx; pop esi; pop ebx; ret;
0x1001611e: add al, [eax]; add [edi-0x48], bl; add [eax], eax; add [eax], al; pop esi; ret;
0x100439fe: nop; nop; mov eax, ecx; mov [eax+0x04], 0x00000000; mov [eax], 0x10168DAC; ret;
0x100256de: add [eax], al; add [eax], al; add [eax], al; mov eax, 0x00000001; pop esi; ret;
0x100c5468: and al, 0x14; add eax, [eax]; add [ecx], al; add [eax], al; add [ebx], bh; ret;
0x100141d9: dec esp; add [eax], eax; add [edi+0x5E], bl; mov eax, 0x00000001; pop ebx; ret;
0x1001f48e: add al, [eax]; add [esi-0x17], bl; cdq; adc al, [eax]; add [esi-0x17], bl; ret;
0x1004ac78: add esp, 0x0C; mov [esi+0x38], 0x00000000; xor eax, eax; pop esi; pop ecx; ret;
0x10061f52: add [ebp-0x48], bl; add [eax], eax; add [eax], al; pop ebx; add esp, 0x10; ret;
0x10094587: add [eax], al; add [edi-0x48], bl; add [eax], eax; add [eax], al; pop esi; ret;
0x1013f47c: add [eax], al; mov [eax], ebx; xor eax, eax; pop ebx; add esp, 0x000000E0; ret;
0x1010eb97: add esp, 0x14; mov [esi+0x28], 0x00000000; xor eax, eax; pop esi; pop ecx; ret;
0x1008e009: adc al, ch; sub edx, [ebp-0x3B7CFFF4]; or bh, bh; rol [ebx-0x3FCCF73C], 1; ret;
0x100fb8c5: ror [edi], 0x94; rcr [esi-0x75], 0xFFFFFFC1; pop ebx; add esp, 0x0000010C; ret;
0x10129b7f: adc eax, 0x10168174; add esp, 0x08; mov eax, 0x00000008; pop ebp; pop ebx; ret;
0x10061d34: or al, 0x33; rcr [ecx-0x3D], 0xB8; add [eax], eax; add [eax], al; pop ecx; ret;
0x10104bee: nop; nop; mov eax, ecx; mov [eax+0x04], 0x00000000; mov [eax], 0x101687F4; ret;
0x10109c0e: mov [esi+0x00000144], eax; pop esi; pop ebp; mov eax, 0x00000001; pop ebx; ret;
0x1012dffa: adc al, 0x66; mov ecx, [esp+0x0C]; mov word [edx+0x3C], cx; add esp, 0x10; ret;
0x10018302: and al, 0x8C; add eax, [eax]; add [ecx], cl; add [eax], al; add [ebx], bh; ret;
0x10151787: push ds; adc eax, 0x2C46C710; xor [eax], bl; adc eax, 0x5FC68B10; pop esi; ret;
0x1014adf8: test [eax+0x5FFFFFFE], dh; pop esi; pop ebp; pop ebx; add esp, 0x00000128; ret;
0x100bf5ec: and al, 0xEC; adc [eax], eax; add [esi], al; add [eax], al; add [ebx], bh; ret;
0x10017df4: and al, 0x78; add eax, [eax]; add [eax], cl; add [eax], al; add [ebx], bh; ret;
0x1010ccb9: adc al, ch; and [eax], edx; add [eax], al; neg eax; sbb eax, eax; neg eax; ret;
0x10083e3b: ror [edi], 0x94; rcr [ebx-0x75], 0xFFFFFFC1; pop esi; add esp, 0x00000104; ret;
0x100cc6af: push ds; adc bh, bh; push eax; or al, 0xB8; add [eax], eax; add [eax], al; ret;
0x10018373: and al, 0x8C; add eax, [eax]; add [eax], cl; add [eax], al; add [ebx], bh; ret;
0x101583f9: add al, 0x0F; xchg eax, esp; rcr [edi+0x5E], 0x8D; inc esp; add [ecx], al; ret;
0x101313f5: adc [eax-0x18], dl; test [ebx], cl; add [eax], al; add esp, 0x28; pop esi; ret;
0x10017d83: and al, 0x78; add eax, [eax]; add [ecx], cl; add [eax], al; add [ebx], bh; ret;
0x100f8504: les ecx, [edi+ebx*2]; pop esi; xor eax, eax; pop ebp; add esp, 0x00000208; ret;
0x1015410e: adc bh, bh; and al, 0x8D; push esp; inc ecx; adc eax, 0x08468B10; pop esi; ret;
0x1015062d: mov edx, [0x10201FC4]; pop edi; pop esi; pop ebp; mov [eax], edx; pop ebx; ret;
0x10108ff5: add [eax], al; mov [edi+0x24], 0x00000000; xor eax, eax; pop edi; pop esi; ret;
0x1002ac7e: mov edx, [eax+0x00001A8C]; mov eax, 0x00000001; mov [ecx+0x000015D4], edx; ret;
0x101323a9: add [eax], al; add al, ch; aas; sub bh, bh; inc [ebx-0x3974DF3C]; pop esi; ret;
0x10011e3e: nop; nop; mov ecx, [esp+0x04]; xor eax, eax; cmp ecx, 0x0000008F; sete al; ret;
0x1012c1a6: aam 0x1F; adc [ebx-0x1017ADEF], cl; pop ebp; add [eax], al; add esp, 0x0C; ret;
0x10125955: add [eax], eax; add [ebx+0x5E5F10C4], al; pop ebp; pop ebx; add esp, 0x18; ret;
0x100b90b8: add bh, bh; push eax; or al, 0xB8; add [eax], eax; add [eax], al; pop esi; ret;
0x1010d07b: mov bl, [edi]; adc [eax-0x30], ch; mov word [edi], ds; adc [edx-0x18], dl; ret;
0x100797a9: and al, 0xEC; adc [eax], eax; add [eax], cl; add [eax], al; add [ebx], bh; ret;
0x1001237b: sub bh, bh; and al, 0x85; lodsb; and eax, [ecx]; adc [eax+0x00000002], bh; ret;
0x1009d03e: nop; nop; mov eax, ecx; mov [eax], 0x101697C8; mov [eax+0x04], 0x00000001; ret;
0x1012c6ba: adc [edx-0x18], dl; mov edi, 0x83000058; les edx, [eax]; pop edi; pop esi; ret;
0x10136ecf: pop ds; adc [ecx-0x18], dl; test eax, 0x83FFFFB0; les ebx, [eax]; pop esi; ret;
0x10154ab4: sbb al, 0x8B; inc ebp; adc [edi+0x5E], bl; pop ebx; mov esp, ebp; pop ebp; ret;
0x10122e11: mov [esi+0x0000011C], ebx; pop esi; pop ebp; mov eax, 0x00000001; pop ebx; ret;
0x1014c440: add bl, [edi+0x5E]; mov [eax], ecx; pop ebp; mov eax, 0x00000007; pop ebx; ret;
0x10129aef: shr cx, 0x0004; or eax, ecx; mov dl, ah; or edx, eax; inc edx; mov ax, dx; ret;
0x1009d031: dec esp; add eax, [eax]; add [ebx+0x5F], bl; mov eax, 0x00000001; pop esi; ret;
0x100b1ca1: int1; push ebp; or al, [eax]; add esp, 0x04; mov eax, 0x00000001; pop esi; ret;
0x1010e420: or bh, bh; rol [ebx-0x3FCCF33C], 1; pop edi; pop esi; add esp, 0x00002004; ret;
0x10083e51: leave; test eax, eax; sete cl; mov eax, ecx; pop esi; add esp, 0x00000104; ret;
0x1013beda: add [edi+0x5E], ebx; pop ebp; mov eax, 0x00000001; pop ebx; add esp, 0x38; ret;
0x100e3844: sbb dh, al; test [esp+ecx*8+0x00], ah; lahf; add [eax], al; or [ebx], edi; ret;
0x10152cf3: add al, 0x85; sal [edi+eax-0x75], 0x4C; and al, 0x08; mov [eax+0x44], ecx; ret;
0x100c5541: and al, 0x14; add eax, [eax]; add [ebx], al; add [eax], al; add [ebx], bh; ret;
0x10041073: add al, 0x89; xor [0x04C20000+eax], 0x90909000; mov eax, [ecx+0x00000530]; ret;
0x10137c9c: xor bl, ch; pop ds; adc [edx-0x18], dl; cmp ah, [ebx-0x3B7C0001]; inc esp; ret;
0x10061cf5: pop eax; sldt word [ebx-0x2F00F73C]; add esp, 0x08; xor eax, eax; pop ecx; ret;
0x100461c0: mov eax, [ecx+0x00000354]; lea edx, [eax+0x01]; mov [ecx+0x00000354], edx; ret;
0x10109ca2: add [ebx+0x5F10FFCB], ecx; pop esi; pop ebp; mov eax, 0x00000001; pop ebx; ret;
0x10129b4b: adc eax, 0x10168174; add esp, 0x08; mov eax, 0x00000007; pop ebp; pop ebx; ret;
0x10153a6a: add [ecx-0x0217D382], cl; idiv bh; inc [ebx-0x3974FB3C]; pop edi; pop esi; ret;
0x100461e0: mov eax, [ecx+0x00000358]; lea edx, [eax+0x01]; mov [ecx+0x00000358], edx; ret;
0x101263b3: add [eax], al; add [ebx-0x3B7CBB8A], cl; or [ebp+0x5FEF75F6], al; pop esi; ret;
0x100bb535: add [ebx+0x004D7C91], cl; add bl, al; nop; nop; nop; fld qword [ecx+0x60]; ret;
0x100b3708: add bh, bh; push edx; adc [ebp+0x5F0575C0], al; pop esi; pop ebp; pop ebx; ret;
0x1001b74d: add eax, [eax]; add [edi+0x5E], bl; pop ebp; mov eax, 0x00000001; pop ebx; ret;
0x10154ece: rol bl, 0x8D; add al, 0x49; pop edi; pop esi; mov eax, [0x10172378+eax*4]; ret;
0x1013034e: add [ecx-0x7674E7B0], cl; in al, 0x01; add [eax], al; mov [eax+0x0C], ecx; ret;
0x1012b120: adc [ecx-0x18], dl; pop ecx; outsb; add [eax], al; add esp, 0x18; pop esi; ret;
0x10061d2a: pop eax; sldt word [ebx-0x2F00F73C]; add esp, 0x0C; xor eax, eax; pop ecx; ret;
0x10046b93: or [eax], eax; add [esi-0x48], bl; add [eax], eax; add [eax], al; pop ebx; ret;
0x101533ac: or al, 0x83; ror [ecx+eax*2], 0x85; div [ebp-0x10]; xor eax, eax; pop esi; ret;
0x10129ab4: inc esi; add word [ebx], si; rcr [edi+0x5E], 0x5D; pop ebx; add esp, 0x08; ret;
0x10116c7e: add [edx+0x000E5C89], cl; add [ecx+ecx*8+0x08B80C75], al; shl [eax], 0x10; ret;
0x1011f22e: nop; nop; mov eax, ecx; mov [eax], 0x1016A31C; mov [eax+0x04], 0x00000001; ret;
0x1014c998: inc esp; and al, 0x04; xor ecx, ecx; mov cl, ah; mov ch, al; mov eax, ecx; ret;
0x1009cd79: or al, 0x5F; pop esi; pop ebp; xor eax, eax; pop ebx; add esp, 0x00002004; ret;
0x1012fcbe: mov [esi+0x00000288], edx; pop esi; pop ebp; pop ebx; add esp, 0x00000084; ret;
0x101331d2: or [eax+eax*8-0x00C3F48C], al; pop esi; setne al; lea eax, [eax+eax+0x04]; ret;
0x10109c10: inc esp; add [eax], eax; add [esi+0x5D], bl; mov eax, 0x00000001; pop ebx; ret;
0x10085027: mov [esi+0x00000130], ebx; pop edi; pop esi; mov eax, 0x00000001; pop ebx; ret;
0x101598db: add eax, [eax]; add [ebx+0x5E5F14C4], al; pop ebp; pop ebx; add esp, 0x08; ret;
0x100ba389: add esp, 0x1C; mov eax, 0x00000001; pop edi; pop esi; add esp, 0x00000208; ret;
0x1014ddfa: sbb al, 0x85; sal [esp+eax-0x75], 0x40; sbb al, 0xC3; mov eax, 0x00000004; ret;
0x10014cd3: add al, 0x89; add [eax-0x3DFFFFFF], 0x90900004; nop; inc [ecx+0x00000180]; ret;
0x100cb5c8: leave; test eax, eax; sete cl; mov eax, ecx; pop ebx; add esp, 0x0000010C; ret;
0x1009c465: add [eax], al; mov [esi+0x0C], 0x00000000; mov [esi], 0x10168698; pop esi; ret;
0x1003b204: and al, 0x84; add eax, [eax]; add [ecx], cl; add [eax], al; add [ebx], bh; ret;
0x101367fd: add esp, 0x04; mov [esi+0x04], 0x00000000; mov [esi], 0x00000000; pop esi; ret;
0x1005a459: fst st0; sldt word [ebx-0x2F00F73C]; add esp, 0x0C; xor eax, eax; pop ecx; ret;
0x1004f8b7: adc [eax], al; pop edi; mov eax, 0x00000001; pop esi; add esp, 0x00000104; ret;
0x10048f8a: pop ebp; mov [eax+0x08], edx; mov [eax+0x00000944], edx; pop ebx; pop ecx; ret;
0x100110d7: adc bh, bh; lgdt [eax]; lahf; lgdt [eax]; sbb eax, 0xE1100110; lgdt [eax]; ret;
0x1013235c: add esp, 0x1C; mov [esi+0x000001FF], 0x00; mov eax, esi; pop edi; pop esi; ret;
0x1012d219: xor [esi+0x0A], dh; mov ecx, [esp+0x04]; mov al, 0x02; mov [ecx+0x69], al; ret;
0x1011f2ee: nop; nop; mov eax, ecx; mov [eax], 0x1016A314; mov [eax+0x04], 0x00000001; ret;
0x101414ef: or eax, 0xB85D5E5F; add [eax], eax; add [eax], al; pop ebx; add esp, 0x08; ret;
0x1001814f: and al, 0x8C; add eax, [eax]; add [edi], al; add [eax], al; add [ebx], bh; ret;
0x100141d7: mov [esi+0x0000014C], ebx; pop edi; pop esi; mov eax, 0x00000001; pop ebx; ret;
0x10108006: add esp, 0x0C; mov [esi+0x30], 0x00000000; xor eax, eax; pop esi; pop ecx; ret;
0x10066f74: mov [esi+0x000000CC], 0x00000000; pop edi; xor eax, eax; pop esi; pop ecx; ret;
0x100fe849: or [ecx+0x5E890C5E], cl; adc [edi+0x5E], bl; mov eax, 0x00000001; pop ebx; ret;
0x10121f9c: mov word [esp+ecx*4+0x00], fs; add al, [eax]; add [ecx+0x68], dl; pop esp; ret;
0x1009aedf: mov word [esp+eax*4+0x00], seg?; add [eax], al; add [ecx-0x18], dl; popad; ret;
0x10087535: dec ecx; add eax, [eax]; add [ebx-0x74E3DBB4], cl; inc ecx; xor [ebx], bh; ret;
0x1006684c: sldt word [ebx-0x2F00F73C]; add esp, 0x0C; xor eax, eax; pop edi; pop esi; ret;
0x101068c6: add esp, 0x0C; mov [esi+0x28], 0x00000000; xor eax, eax; pop esi; pop ecx; ret;
0x1012f0e3: mov eax, [esp+0x14]; add esp, 0x08; and eax, 0x000000FF; pop edi; pop esi; ret;
0x10131f8a: cld; sti; push ds; adc [ecx-0x01], dl; adc eax, 0x10168174; add esp, 0x0C; ret;
0x100f792a: mov [esi+0x000019B8], 0x00000000; pop edi; xor eax, eax; pop esi; pop ecx; ret;
0x10133b83: sal [ebp+0x0C], 0x5F; pop ebp; mov al, 0x03; pop ebx; add esp, 0x00000080; ret;
0x100467c8: adc [eax+0x68], dl; and [edx-0x17AA0000], bl; or [bx+di], edx; add dh, dh; ret;
0x10046220: mov eax, [ecx+0x00000360]; lea edx, [eax+0x01]; mov [ecx+0x00000360], edx; ret;
0x1012d3c5: dec esp; and al, 0x08; add esp, 0x04; mov edx, [ecx+0x28]; mov [edx], eax; ret;
0x1001b5f0: mov [eax+0x00000354], ecx; mov [eax+0x00000358], ecx; mov [eax+0x04], edx; ret;
0x100fd6dd: mov eax, 0xFF101F61; push eax; or al, 0xB8; add [eax], eax; add [eax], al; ret;
0x10109c0f: xchg [ecx+eax+0x00], al; add [esi+0x5D], bl; mov eax, 0x00000001; pop ebx; ret;
0x10013f0e: nop; nop; mov eax, ecx; mov [eax], 0x10168698; mov [eax+0x04], 0x00000000; ret;
0x10133c4b: add esp, 0x08; xor al, al; pop edi; pop ebp; pop ebx; add esp, 0x00000080; ret;
0x1014151a: xor edx, edx; cmp eax, ecx; pop ebx; sete dl; mov eax, edx; add esp, 0x08; ret;
0x10154cab: mov eax, [0x83FFFFEE]; les edx, [eax]; pop edi; pop esi; pop ebp; pop ebx; ret;
0x1009cea8: or al, 0x5F; pop esi; pop ebp; xor eax, eax; pop ebx; add esp, 0x00002000; ret;
0x10122cde: sbb al, 0x01; add [eax], al; mov [eax+0x04], 0x00000001; pop ebx; pop ecx; ret;
0x1001b8a7: xchg [edx-0x75000000], dh; xchg [eax], esp; add eax, [eax]; add [ebx], bh; ret;
0x10102dd7: mov [esi+0x00000120], ebx; pop edi; pop esi; mov eax, 0x00000001; pop ebx; ret;
0x1010abc3: add al, 0x89; and [0x04C20000+edx], 0x90909000; lea eax, [ecx+0x00001528]; ret;
0x10089bee: nop; nop; mov eax, ecx; mov [eax], 0x10168770; mov [eax+0x04], 0x00000001; ret;
0x100493e6: or [ebx], dh; rcr [edi+0x5E], 0xC3; pop edi; mov eax, 0x00000001; pop esi; ret;
0x10124ea7: lea eax, [eax+eax*4]; fstp qword [esi+0x30]; mov [esi+0x3C], eax; pop esi; ret;
0x1014ddda: sbb al, 0x85; sal [edi+eax-0x75], 0x4C; and al, 0x08; mov [eax+0x1C], ecx; ret;
0x1014926c: mov [edx+0x000000A0], esi; pop esi; pop ebp; pop ebx; add esp, 0x00000128; ret;
0x1012d245: dec esp; and al, 0x08; add esp, 0x04; mov edx, [ecx+0x18]; mov [edx], eax; ret;
0x10157dee: add [esi-0x18], dl; sub eax, [eax+eax]; add [ebx-0x3FCCF73C], al; pop esi; ret;
0x10016d64: add [ebx+0x1CC210C4], al; add [eax-0x6F6F6F70], dl; mov [ecx], 0x10168698; ret;
0x100b9c44: mov [esi+0x00000080], 0x00000000; pop edi; xor eax, eax; pop esi; pop ecx; ret;
0x10043aca: mov [esi+0x000033E8], 0x00000000; pop edi; xor eax, eax; pop esi; pop ecx; ret;
0x1014c2b2: add bl, [edi+0x5E]; mov [eax], ecx; pop ebp; mov eax, 0x0000000E; pop ebx; ret;
0x1003b1a3: and al, 0x84; add eax, [eax]; add [edx], cl; add [eax], al; add [ebx], bh; ret;
0x1009d02f: mov [edi+0x0000034C], ebx; pop ebx; pop edi; mov eax, 0x00000001; pop esi; ret;
0x10012edc: adc [edi-0x48], bl; add [eax], eax; add [eax], al; pop esi; add esp, 0x1C; ret;
0x10073808: adc [eax+0x68], dl; adc [0xE8560000], ch; daa; cmp [esi], ecx; add dh, dh; ret;
0x10136804: add [eax], al; add bh, al; push es; add [eax], al; add [eax], al; pop esi; ret;
0x10012ed8: adc eax, 0x10168028; pop edi; mov eax, 0x00000001; pop esi; add esp, 0x1C; ret;
0x10150496: mov edx, [0x10201148]; pop edi; pop esi; pop ebp; mov [eax], edx; pop ebx; ret;
0x100524bb: add al, 0x77; and eax, 0xEC8524FF; and al, 0x05; adc [eax+0x101DF390], bh; ret;
0x10129bcf: adc eax, 0x10168174; add esp, 0x10; mov eax, 0x00000001; pop ebp; pop ebx; ret;
0x1012d31f: salc; pop ds; adc [ebx-0x00AFBF40], al; adc eax, 0x10168174; add esp, 0x08; ret;
0x1014b1cc: mov al, [0x33000000]; rcr [ebx-0x007F], 0xC4; sub [ecx], al; add [eax], al; ret;
0x1012957b: add al, 0x66; mov [eax+0x2E], esi; pop edi; pop esi; xor eax, eax; pop ebx; ret;
0x10061f29: rol [ebx-0x3FCCF73C], 1; pop edi; pop esi; pop ebp; pop ebx; add esp, 0x10; ret;
0x10051f5e: add [edi+0x5E], bl; pop ebp; mov [fs:0x00000000], ecx; add esp, 0x00001138; ret;
0x1012f560: pop esi; mov word [ebp+0x3E], bx; pop edi; pop ebp; pop ebx; add esp, 0x08; ret;
0x1013f434: and al, 0xF0; add [eax], al; add [ecx+0x5BC03318], cl; add esp, 0x000000E0; ret;
0x100e7cc7: dec edx; sbb [ebp-0x75A7DBAC], cl; add [ecx-0x78], eax; add al, [edx+0x3A]; ret;
0x1002214f: add [eax], al; add [ebx-0x3D], bl; pop edi; pop esi; xor eax, eax; pop ebx; ret;
0x10125670: inc ebp; push ss; mov [ebp+0x18], al; mov [ebp+0x17], al; pop edi; pop ebp; ret;
0x1012ca60: mov [eax+0x6F], cl; mov [eax+0x08], 0x1012CA80; mov [eax+0x0C], 0x1012CE60; ret;
0x1012f305: mov word [edi+0x16], dx; pop edi; pop esi; pop ebp; pop ebx; add esp, 0x08; ret;
0x1006323f: or [ebx+0x00009087], cl; add [ebx-0x74B7DBB4], cl; push ebp; add [ebx], al; ret;
0x100f6af0: xchg [esi], dl; adc [ecx+0x39E8045F], cl; or eax, 0xC4830006; or [ebx], bh; ret;
0x100673e4: mov [fs:0x00000000], ecx; pop esi; pop ebp; pop ebx; mov esp, ebp; pop ebp; ret;
0x1014c13c: sal [esi+0x08], cl; pop edi; pop esi; pop ebp; or eax, 0xFFFFFFFF; pop ebx; ret;
0x10153c24: les edx, [ebx+ecx*4]; lds ebx, [edi+0x5D]; pop ebx; pop esi; add esp, 0x08; ret;
0x10136b14: inc eax; adc [esi], 0x10; mov [esi+0x04], eax; or eax, 0xFFFFFFFF; pop esi; ret;
0x100b3824: adc bh, [0xC483000A]; or bh, bh; rol [ebx-0x3FCCF73C], 1; pop edi; pop esi; ret;
0x100b19e8: add al, 0x10; add [eax], al; mov [fs:0x00000000], ecx; add esp, 0x00001010; ret;
0x1013346a: div [ebp-0x67]; xor al, al; pop edi; pop esi; pop ebx; add esp, 0x00000080; ret;
0x1006a287: add eax, 0x04C20000; add [eax-0x7E746F70], dl; sub al, 0x05; add [eax], al; ret;
0x100f7fe2: add [eax], eax; add [eax], al; pop edi; mov [esi+0x000019B4], eax; pop esi; ret;
0x100e4a10: sbb [ebp-0x75D7DBB4], cl; inc ebp; add [ebp-0x78], al; add [ecx+0x3A], eax; ret;
0x100bf8df: add [ebx-0x2F00F73C], al; add esp, 0x08; xor eax, eax; add esp, 0x00002000; ret;
0x10132d4b: sbb al, 0x5F; mov [ebp+0x04], ecx; mov eax, ebp; pop esi; pop ebp; pop ebx; ret;
0x100293f7: xor eax, 0x04C20000; add [eax-0x7E006F70], dl; add al, 0x35; add [eax], al; ret;
0x1004ab3c: add [ecx], 0x00; add [edi+0x5E], bl; pop ebp; mov eax, 0x00000001; pop ebx; ret;
0x1010f0aa: sub al, 0x20; add [eax], al; mov [fs:0x00000000], ecx; add esp, 0x00002038; ret;
0x1005d5e2: add [ebx-0x2F00F73C], al; add esp, 0x0C; xor eax, eax; add esp, 0x00001004; ret;
0x1004aa47: mov dl, [esi]; adc [edi+0x5E], bl; mov [fs:0x00000000], ecx; add esp, 0x18; ret;
0x10067054: add [eax], al; add [edi+0x5E], bl; pop ebp; pop ebx; mov esp, ebp; pop ebp; ret;
0x1010eba0: add [ebx], dh; rcr [esi+0x59], 0xC3; mov eax, 0x00000001; pop esi; pop ecx; ret;
0x1012defd: mov word [eax+0x44], dx; pop edi; pop esi; pop ebp; pop ebx; add esp, 0x08; ret;
0x100c0c2f: adc dh, al; test [esp+edi*2+0x00], ah; add [eax], eax; add [eax+ebp*8], cl; ret;
0x100101fd: add [ebx+0x01B820C4], al; add [eax], al; add [edi+0x5E], bl; add esp, 0x30; ret;
0x100712e7: adc eax, 0x04C20000; add [eax-0x7E726F70], dl; mov al, 0x15; add [eax], al; ret;
0x10029327: xor eax, 0x04C20000; add [eax-0x7E746F70], dl; sbb al, 0x35; add [eax], al; ret;
0x10113f35: push eax; adc [ecx-0x47A0E782], cl; add [eax], eax; add [eax], al; pop esi; ret;
0x1010905d: mov edi, 0x83000058; les ecx, [eax]; mov eax, 0x00000001; pop edi; pop esi; ret;
0x10152c0e: sbb [edi], cl; and [ebx+0x5FFFFFFE], 0x5E; pop ebp; pop ebx; add esp, 0x14; ret;
0x1013ebef: aas; add [eax], al; add [ecx-0x3FCCA2E8], cl; pop ebx; add esp, 0x000000E0; ret;
0x10132f6e: outsb; and al, 0x00; add [ebx-0x3B7EEB3C], al; sub al, 0x02; add [eax], al; ret;
0x10044d19: sub al, 0x26; add [eax], al; mov [fs:0x00000000], ecx; add esp, 0x00002638; ret;
0x1005f668: add [eax], eax; add [eax], al; pop edi; mov [esi+0x000000C4], eax; pop esi; ret;
0x10135b48: mov [esi+0x78], ebx; mov [esi+0x38], 0x00000001; pop edi; pop esi; pop ebx; ret;
0x10072c77: adc eax, 0x04C20000; add [eax-0x7E006F70], dl; add al, 0x15; add [eax], al; ret;
0x10104e2f: dec esi; and al, 0xFF; push edx; or al, 0x5E; mov eax, 0x00000001; pop ebx; ret;
0x10012f8e: push ss; adc [edi+0x5E], bl; pop ebp; xor eax, eax; pop ebx; add esp, 0x1C; ret;
0x10132360: xchg bh, bh; add [eax], eax; add [eax], al; mov eax, esi; pop edi; pop esi; ret;
0x1014a4af: ror [ecx+0x0000A0B1], 0x00; pop esi; pop ebp; pop ebx; add esp, 0x00000128; ret;
0x1008c48b: stosd; mov al, 0x0C; add [ebx-0x2F00F73C], al; add esp, 0x08; xor eax, eax; ret;
0x10134d45: ror [ecx+0x04508908], cl; mov eax, esi; pop esi; pop ebp; pop ebx; pop ecx; ret;
0x100f8388: and al, 0x74; add [eax], al; mov [fs:0x00000000], ecx; add esp, 0x00002680; ret;
0x1014926b: ror [ecx+0x0000A0B2], 0x00; pop esi; pop ebp; pop ebx; add esp, 0x00000128; ret;
0x101362d0: inc esi; cmp [edi+0x5E], bl; mov eax, ebx; pop ebp; pop ebx; add esp, 0x10; ret;
0x10133c4c: les ecx, [eax]; xor al, al; pop edi; pop ebp; pop ebx; add esp, 0x00000080; ret;
0x101374ae: add [eax], al; add [esi-0x18], dl; cdq; add eax, [eax]; add [esi-0x18], dl; ret;
0x1009a04c: add [ebx+0x5D5E5FC6], cl; pop ebx; mov [fs:0x00000000], ecx; add esp, 0x18; ret;
0x10151444: adc [edi], cl; and [ebp+0x5FFFFFFE], 0x5E; pop ebp; pop ebx; add esp, 0x0C; ret;
0x10137341: add al, 0x8B; dec eax; adc al, 0x41; mov [eax+0x14], ecx; pop edi; pop esi; ret;
0x10149884: lahf; mov al, [0x5F000000]; pop esi; pop ebp; pop ebx; add esp, 0x00000128; ret;
0x10158e8f: pop edi; pop esi; pop ebp; lea eax, [eax+eax+0x01]; pop ebx; add esp, 0x08; ret;
